2048,2490
2453,1934
2760,1847
2984,1773
3119,1727
3143,1720
3033,1757
2830,1833
2560,1942
2253,2067
1930,2175
1621,2266
1355,2334
1170,2396
1088,2415
1082,2403
1166,2378
1334,2315
1580,2244
1874,2155
2192,2040
2495,1921
2768,1826
2980,1755
3110,1712
3147,1707
3039,1749
2834,1830
2542,1937
2237,2067
1912,2176
1608,2267
1365,2339
1162,2390
1072,2416
1069,2408
1161,2375
1337,2319
1588,2250
1878,2166
2189,2045
2495,1936
2770,1838
2984,1773
3108,1736
3130,1743
3017,1779
2812,1853
2546,1972
2233,2100
1903,2213
1592,2302
1327,2368
1152,2414
1067,2431
1063,2431
1154,2391
1328,2340
1579,2263
1876,2176
2192,2052
2497,1947
2771,1852
2973,1780
3094,1734
3121,1743
3015,1778
2809,1860
2535,1968
2221,2099
1899,2208
1599,2295
1338,2376
1157,2414
1066,2437
1062,2424
1158,2385
1349,2324
1602,2255
1890,2159
2202,2042
2507,1924
2782,1828
2993,1756
3110,1713
3125,1710
3007,1747
2814,1823
2530,1935
2214,2066
1894,2176
1594,2263
1339,2335
1158,2389
1072,2401
1076,2395
1170,2358
1343,2299
1602,2226
1896,2131
2202,2015
2505,1908
2783,1814
2991,1745
3112,1706
3124,1710
3001,1747
2791,1832
2512,1941
2203,2069
1889,2181
1580,2268
1319,2339
1139,2387
1059,2416
1069,2404
1164,2368
1340,2309
1593,2237
1892,2148
2209,2029
2517,1919
2788,1830
2990,1763
3090,1728
3124,1734
3006,1777
2791,1855
2510,1961
2191,2098
1870,2203
1570,2293
1314,2364
1142,2411
1060,2436
1064,2425
1163,2381
1340,2327
1602,2248
1904,2158
2200,2039
2514,1929
2786,1835
2993,1769
3114,1739
3112,1735
2991,1779
2781,1861
2502,1969
2192,2108
1869,2214
1560,2301
1301,2367
1138,2411
1062,2437
1072,2412
1169,2376
1349,2317
1608,2236
1907,2139
2224,2025
2528,1912
2798,1815
2993,1751
3096,1711
3109,1708
2993,1752
2778,1833
2495,1943
2182,2072
1864,2176
1564,2267
1315,2337
1143,2380
1059,2397
1069,2392
1172,2348
1361,2289
1623,2214
1915,2118
2232,2003
2533,1890
2796,1798
3004,1729
3112,1701
3110,1708
2982,1753
2763,1831
2476,1944
2182,2069
1861,2177
1551,2266
1296,2336
1129,2381
1057,2403
1071,2394
1172,2357
1358,2297
1615,2223
1919,2129
2240,2012
2539,1906
2800,1824
2997,1752
3109,1724
3105,1731
2977,1774
2759,1860
2477,1983
2159,2106
1839,2207
1540,2295
1286,2365
1108,2413
1038,2432
1066,2416
1170,2369
1356,2313
1618,2235
1914,2140
2235,2024
2539,1914
2802,1823
2996,1760
3102,1733
3099,1743
2979,1784
2757,1865
2470,1979
2154,2107
1835,2216
1537,2298
1292,2370
1125,2410
1044,2426
1067,2413
1174,2374
1369,2306
1642,2231
1943,2123
2254,2003
2551,1891
2815,1800
3007,1737
3117,1704
3100,1709
2970,1755
2750,1842
2469,1956
2157,2077
1838,2179
1537,2265
1286,2332
