0,2204
2941,2447
3110,2135
3178,1797
3182,1473
3121,1235
2997,1121
2818,1191
2572,1384
2250,1638
1828,1798
1335,1918
860,2067
514,2250
408,2437
604,2606
1043,2754
1572,2870
2081,2924
2501,2871
2804,2673
3016,2404
3143,2070
3197,1740
3181,1428
3097,1228
2957,1163
2772,1259
2504,1468
2164,1690
1724,1829
1241,1952
788,2103
493,2293
470,2478
733,2640
1201,2776
1729,2872
2221,2900
2598,2815
2871,2596
3049,2298
3152,1959
3187,1626
3156,1341
3059,1160
2913,1149
2705,1293
2424,1534
2056,1741
1601,1857
1124,1993
717,2154
499,2335
566,2508
892,2670
1381,2794
1891,2870
2340,2875
2683,2745
2922,2494
3079,2174
3162,1837
3173,1509
3124,1244
3009,1105
2847,1151
2624,1337
2318,1591
1939,1770
1472,1887
1002,2030
629,2201
471,2385
590,2562
978,2716
1491,2824
1997,2890
2427,2858
2743,2682
2963,2415
3097,2088
3155,1746
3152,1437
3084,1206
2955,1101
2776,1172
2534,1381
2210,1631
1781,1788
1306,1911
837,2068
504,2249
409,2434
625,2604
1072,2747
1601,2854
2102,2905
2506,2840
2799,2645
2999,2374
3119,2036
3167,1700
3148,1406
3071,1201
2930,1149
2731,1263
2466,1485
2117,1711
1672,1840
1185,1961
746,2119
471,2298
467,2476
740,2639
1218,2769
1738,2867
2218,2891
2593,2790
2862,2570
3043,2271
3144,1933
3174,1601
3137,1324
3043,1152
2889,1158
2675,1308
2397,1554
2028,1754
1572,1866
1090,1992
691,2160
482,2342
547,2521
889,2673
1387,2796
1900,2873
2346,2869
2684,2725
2919,2472
3076,2150
3154,1809
3169,1479
3114,1225
2999,1095
2838,1154
2611,1341
2305,1596
1909,1774
1437,1891
955,2028
590,2205
445,2386
588,2561
989,2707
1507,2823
2013,2887
2440,2848
2749,2667
2965,2397
3102,2061
3159,1721
3153,1408
3082,1177
2947,1093
2765,1182
2514,1396
2180,1644
1753,1794
1269,1911
804,2066
471,2244
405,2435
624,2609
1078,2751
1614,2857
2121,2902
2525,2828
2815,2617
3019,2338
3131,2006
3169,1678
3157,1393
3068,1193
2919,1159
2717,1282
2440,1503
2078,1718
1630,1842
1138,1963
705,2127
433,2308
444,2489
749,2651
1251,2777
1782,2866
2262,2882
2628,2769
2885,2538
3062,2240
3154,1902
3182,1570
3141,1303
3039,1133
2884,1147
2666,1307
2376,1552
1995,1747
1534,1867
1055,1995
663,2175
472,2359
568,2534
933,2688
1438,2805
1948,2881
2386,2868
2714,2714
2945,2457
3093,2125
3161,1772
3166,1446
3108,1195
2987,1081
2810,1151
2575,1350
2261,1604
1858,1768
1384,1887
923,2037
584,2213
462,2399
634,2570
1051,2722
1568,2832
2067,2886
2485,2835
2784,2648
2993,2372
3116,2030
3165,1687
3146,1385
3066,1166
2931,1097
2740,1195
2483,1414
2148,1656
1719,1796
1226,1923
771,2080
462,2267
408,2449
657,2615
1129,2754
1670,2855
2165,2890
2556,2807
2834,2601
3026,2316
3135,1975
3172,1646
3141,1358
3048,1167
2899,1149
2694,1285
2417,1521
2050,1729
1591,1855
1099,1983
674,2148
437,2329
471,2504
795,2658
1293,2779
1822,2865
2289,2875
2642,2753
2898,2517
3066,2206
3158,1869
3177,1538
3134,1265
3024,1123
2858,1156
2638,1329
2339,1576
1957,1760
1491,1876
1024,2019
651,2189
480,2378
582,2551
970,2699
1474,2817
1978,2889
2411,2861
2727,2691
2954,2435
3094,2097
3159,1749
3158,1430
3093,1189
2969,1084
2795,1158
2555,1360
2234,1613
1825,1772
1356,1890
895,2046
559,2228
462,2411
663,2584
1094,2727
1608,2835
2106,2887
2511,2828
2797,2630
2997,2352
3115,2013
3158,1662
3138,1358
3055,1150
2912,1095
2719,1208
2458,1433
2108,1664
1673,1801
1174,1929
727,2092
443,2274
416,2458
682,2622
1163,2760
1699,2857
2189,2884
2571,2788
2850,2572
3037,2280
3143,1944
3175,1611
3141,1332
3041,1153
2884,1153
2671,1299
2384,1542
2009,1753
1552,1880
1062,1998
644,2161
421,2340
479,2517
821,2669
1330,2794
1858,2876
2323,2878
2668,2741
2915,2498
3076,2182
3157,1841
3173,1513
3119,1252
3010,1107
2840,1150
2609,1335
2305,1591
1914,1774
1447,1887
979,2020
619,2207
482,2390
620,2566
1007,2711
1522,2825
2025,2888
2453,2858
2761,2680
2975,2415
3108,2072
3170,1723
3157,1401
3085,1172
2952,1085
2766,1175
2515,1380
2192,1626
1779,1778
1313,1910
869,2064
562,2248
494,2433
705,2599
1142,2737
1659,2839
2146,2883
2538,2811
2818,2604
3012,2320
3122,1979
3155,1640
3128,1333
3034,1126
2896,1097
2696,1229
2430,1464
2077,1692
1638,1826
1152,1948
718,2113
450,2295
451,2476
741,2633
1227,2765
1749,2857
2223,2877
2591,2772
2852,2545
3030,2249
3127,1912
3154,1587
3115,1316
3012,1155
2848,1169
2640,1331
2353,1576
1975,1776
1518,1890
1038,2021
640,2183
436,2362
507,2531
855,2678
1355,2799
1875,2876
2330,2863
2668,2717
2913,2468
3067,2149
3147,1804
3154,1488
3102,1247
2983,1124
2817,1176
2584,1361
2275,1615
1877,1781
1421,1895
952,2043
606,2216
475,2398
632,2568
1028,2714
1540,2825
2036,2882
2449,2843
2755,2660
2965,2390
3093,2052
3149,1708
3137,1394
3064,1170
2935,1081
2757,1174
2504,1389
2176,1635
1753,1783
1274,1909
832,2070
523,2249
462,2430
689,2602
1140,2738
1660,2838
2146,2881
2535,2797
2815,2588
3007,2290
3118,1948
3153,1622
3125,1329
3033,1133
2887,1104
2681,1243
2406,1478
2042,1697
1596,1820
1107,1949
683,2110
425,2295
435,2468
735,2636
1222,2765
1756,2854
2232,2874
2599,2745
2857,2520
3035,2214
3128,1880
3147,1563
3113,1298
3007,1148
2847,1173
2630,1337
2334,1583
1947,1773
1473,1882
981,2023
577,2191
380,2372
480,2542
862,2686
1385,2789
1907,2871
2360,2858
2694,2704
2930,2453
3080,2129
3153,1781
3157,1462
3100,1220
2979,1117
2801,1184
2564,1379
2245,1611
1844,1780
1360,1895
887,2043
549,2232
455,2410
628,2582
1051,2723
1566,2834
2069,2885
2481,2835
2780,2644
2992,2370
3124,2029
3175,1689
3159,1372
3080,1153
2938,1085
2751,1189
2489,1410
2151,1651
1728,1787
1239,1911
796,2072
500,2263
465,2444
719,2611
1188,2744
1714,2846
2200,2878
2580,2783
2851,2560
3034,2267
3138,1931
3168,1599
3136,1317
3037,1131
2882,1104
2673,1245
2394,1485
2023,1700
1572,1827
1081,1960
657,2126
417,2307
455,2486
791,2644
1294,2774
1821,2861
2291,2863
2643,2713
2897,2489
3058,2182
3148,1845
3166,1525
3124,1269
3009,1132
2844,1173
2616,1350
2307,1602
1907,1781
1432,1900
950,2041
568,2208
394,2386
522,2558
920,2708
1443,2818
1965,2878
2408,2857
2726,2689
2955,2432
3100,2095
3168,1755
3166,1440
3101,1204
2970,1106
2793,1199
2558,1405
2218,1636
1802,1789
1324,1904
864,2059
550,2235
461,2424
671,2594
1112,2736
1630,2843
2149,2892
2525,2851
2814,2629
3017,2345
3136,2008
3178,1661
3154,1350
3073,1137
2927,1092
2733,1200
2465,1425
2121,1657
1683,1786
1209,1920
786,2085
517,2276
512,2463
787,2624
1256,2757
1769,2846
2247,2873
2610,2768
2872,2542
3050,2241
3140,1898
3167,1569
3129,1312
3020,1111
2862,1110
2644,1257
2356,1502
1979,1716
1519,1836
1036,1981
637,2147
430,2337
499,2504
852,2656
1358,2779
1874,2858
2319,2852
2666,2710
2911,2463
3067,2145
3145,1807
3162,1496
3103,1246
2987,1132
2813,1188
2579,1370
2268,1617
1864,1791
1392,1930
913,2053
548,2225
416,2406
558,2574
967,2719
1487,2832
2005,2892
2426,2848
2742,2666
2958,2400
3099,2066
3158,1727
3151,1418
3080,1191
2950,1108
2765,1200
2517,1410
2187,1650
1764,1786
1284,1909
833,2066
528,2257
461,2441
688,2609
1153,2747
1665,2846
2158,2884
2547,2813
2827,2607
3017,2316
3133,1980
3168,1642
3144,1344
3052,1139
2912,1104
2711,1230
2441,1459
2084,1678
1644,1803
1158,1936
741,2100
494,2291
503,2472
814,2635
1297,2760
1805,2851
2269,2868
2624,2760
2875,2525
3045,2220
3138,1888
3158,1553
3117,1276
3010,1113
2852,1128
2633,1283
2339,1527
1957,1724
1494,1846
1011,1985
613,2155
423,2340
515,2525
885,2667
1392,2792
1907,2867
2352,2845
2681,2685
2918,2438
3065,2115
3138,1774
3143,1463
3092,1224
2977,1123
2802,1193
2564,1382
2245,1638
1833,1803
1352,1922
877,2074
516,2242
402,2415
578,2589
996,2726
1520,2829
2031,2891
2455,2839
2752,2651
2966,2376
3096,2038
3150,1700
3136,1393
3064,1173
2935,1106
2748,1208
2493,1428
2160,1670
1726,1800
1243,1925
802,2081
512,2263
472,2443
714,2611
1178,2752
1694,2849
2180,2894
2560,2805
2835,2595
3019,2305
3129,1961
3168,1627
3139,1331
3044,1140
2897,1112
2689,1244
2415,1480
2059,1680
1613,1803
1125,1934
716,2102
485,2293
516,2479
824,2642
1317,2777
1832,2858
2289,2868
2642,2738
2895,2504
3058,2186
3143,1841
3164,1523
3121,1257
3006,1103
2840,1132
2621,1301
2315,1553
1925,1731
1455,1853
966,1991
578,2166
396,2354
517,2529
904,2674
1422,2797
1946,2866
2383,2842
2708,2673
2936,2415
3081,2093
3140,1759
3153,1441
3080,1205
2958,1100
2784,1186
2538,1390
2210,1642
1795,1797
1305,1919
829,2077
485,2248
388,2431
587,2598
1029,2741
1561,2843
2067,2898
2479,2835
2777,2637
2988,2355
3115,2016
3165,1676
3152,1383
3077,1170
2933,1113
2734,1225
2472,1440
2122,1682
1683,1811
1193,1942
755,2096
478,2277
461,2463
728,2632
1212,2758
1737,2862
2222,2897
2596,2797
2861,2575
3046,2272
3141,1938
3174,1608
3143,1323
3046,1134
2889,1119
2681,1255
2395,1483
2023,1689
1573,1807
1096,1943
686,2116
471,2308
541,2489
875,2644
1369,2773
1885,2859
2342,2860
2678,2723
2924,2484
3079,2165
3158,1826
3169,1498
3115,1235
3001,1103
2830,1147
2597,1333
2296,1578
1890,1758
1411,1866
933,2006
563,2180
410,2365
556,2543
958,2693
1475,2808
1980,2873
2410,2829
2727,2659
2952,2388
3092,2054
3156,1719
3153,1406
3082,1184
2949,1097
2772,1194
2520,1409
2189,1661
1771,1810
1282,1933
817,2088
490,2263
417,2450
631,2618
1085,2757
1619,2858
2116,2900
2515,2822
2807,2617
3003,2332
3120,1998
3161,1663
3140,1362
3050,1157
2908,1117
2708,1235
2442,1462
2087,1688
1647,1819
1160,1953
728,2113
471,2291
476,2476
773,2638
1259,2772
1786,2866
2257,2888
2621,2778
2885,2546
3057,2248
3153,1904
3180,1573
3140,1303
3037,1131
2879,1138
2662,1284
2371,1527
1985,1718
1537,1832
1056,1966
673,2136
475,2324
552,2505
913,2660
1415,2786
1927,2864
2378,2860
2706,2709
2940,2455
3087,2135
3158,1794
3160,1475
3107,1231
2986,1105
2813,1160
2579,1341
2264,1590
1864,1760
