0,2871
2765,2262
2824,2276
2851,2275
2867,2262
2869,2244
2903,2217
2922,2189
2943,2156
2954,2131
2952,2103
2935,2082
2896,2066
2833,2054
2744,2043
2637,2040
2516,2028
2382,2012
2245,1981
2099,1943
1953,1893
1806,1836
1646,1804
1478,1796
1287,1793
1085,1811
887,1850
718,1894
613,1946
593,2002
677,2061
856,2115
1122,2154
1432,2192
1743,2214
2030,2221
2273,2232
2468,2238
2613,2252
2713,2262
2786,2271
2827,2276
2848,2268
2863,2253
2875,2229
2889,2189
2904,2147
2921,2111
2930,2100
2927,2066
2907,2037
2860,2015
2790,2006
2707,1990
2589,1986
2467,1977
2332,1953
2193,1926
2047,1886
1897,1834
1747,1794
1583,1772
1410,1787
1215,1815
1005,1845
804,1892
623,1939
520,1995
512,2045
616,2100
826,2148
1113,2194
1435,2220
1754,2232
2043,2237
2289,2237
2478,2250
2622,2257
2722,2270
2787,2273
2826,2269
2848,2258
2865,2243
2879,2221
2898,2183
2918,2151
2940,2130
2947,2106
2940,2076
2919,2045
2868,2029
2800,2020
2703,2024
2586,2023
2457,2015
2320,1991
2177,1951
2031,1908
1881,1859
1727,1810
1572,1793
1401,1788
1207,1797
1003,1823
812,1871
654,1911
576,1957
597,2015
718,2061
931,2106
1224,2137
1535,2169
1841,2190
2116,2208
2347,2222
2527,2231
2649,2242
2739,2257
2798,2274
2826,2274
2848,2260
2865,2245
2882,2221
2894,2179
2909,2144
2927,2111
2930,2075
2920,2049
2892,2026
2844,2009
2756,1994
2649,1983
2535,1971
2403,1957
2267,1928
2128,1894
1982,1855
1830,1810
1677,1783
1525,1768
1343,1770
1140,1796
939,1839
743,1899
587,1942
514,2002
546,2062
685,2112
925,2162
1239,2202
1563,2225
1870,2236
2143,2249
2361,2251
2529,2252
2653,2261
2733,2266
2787,2273
2821,2267
2844,2256
2862,2235
2878,2208
2903,2175
2915,2140
2932,2115
2936,2089
2940,2069
2895,2041
2834,2020
2755,2010
2653,2012
2525,2006
2399,1994
2264,1970
2130,1934
1970,1882
1822,1834
1666,1801
1507,1794
1321,1799
1112,1818
911,1853
730,1889
597,1931
553,1982
612,2025
772,2077
1019,2120
1320,2157
1639,2177
1935,2190
2193,2202
2399,2208
2560,2226
2674,2242
2750,2250
2798,2261
2826,2251
2847,2245
2868,2223
2886,2195
2904,2159
2922,2132
2933,2106
2933,2077
2915,2052
2874,2023
2807,1998
2719,1990
2610,1980
2487,1971
2353,1949
2212,1921
2077,1882
1922,1848
1770,1796
1616,1774
1444,1768
1252,1777
1043,1799
828,1847
639,1899
513,1953
491,2011
571,2068
762,2115
1043,2161
1363,2210
1684,2228
1983,2242
2233,2244
2436,2253
2582,2256
2689,2265
2762,2271
2809,2271
2835,2263
2862,2261
2875,2238
2895,2198
2914,2158
2930,2125
2934,2102
2924,2073
2908,2054
2865,2030
2799,2025
2708,2024
2593,2019
2467,1997
2336,1970
2193,1934
2056,1891
1907,1847
1750,1806
1594,1791
1424,1795
1242,1812
1046,1835
851,1874
690,1919
592,1964
580,2008
676,2054
869,2087
1147,2128
1460,2159
1777,2184
2063,2189
2291,2191
2472,2207
2605,2219
2694,2233
2755,2250
2792,2261
2819,2255
2843,2250
2864,2226
2887,2187
2903,2151
2921,2121
2930,2092
2923,2061
2896,2022
2851,2000
2774,1990
2678,1988
2564,1981
2434,1973
2305,1947
2160,1905
2018,1865
1863,1811
1704,1768
1548,1739
1376,1743
1181,1754
982,1798
787,1859
624,1904
526,1969
524,2013
628,2066
836,2121
1122,2160
1447,2199
1775,2226
2064,2239
2308,2257
2493,2262
2629,2274
2723,2282
2786,2280
2818,2275
2836,2256
2857,2241
2870,2216
2889,2177
2903,2148
2924,2123
2933,2090
2923,2067
2891,2034
2840,2009
2762,2008
2663,1998
2546,2001
2418,1976
2281,1958
2144,1916
2000,1876
1850,1833
1694,1793
1535,1784
1357,1789
1157,1802
954,1845
758,1886
617,1936
548,1988
588,2039
728,2099
955,2136
1253,2168
1570,2183
1874,2185
2138,2189
2355,2194
2523,2194
2645,2213
2724,2223
2773,2237
2801,2237
2824,2234
2841,2224
2863,2199
2884,2157
2903,2132
2921,2106
2936,2075
2923,2050
2891,2026
2837,2012
2759,1994
2656,1991
2534,1980
2397,1961
2256,1929
2108,1897
1957,1852
1801,1800
1642,1765
1481,1754
1295,1763
1087,1788
883,1828
688,1876
545,1924
490,1967
537,2018
682,2065
931,2115
1247,2162
1577,2200
1886,2221
2157,2243
2376,2261
2548,2262
2669,2270
2748,2267
2800,2273
2833,2265
2856,2258
2870,2249
2891,2210
2912,2176
2936,2140
2949,2108
2948,2084
2927,2052
2881,2024
2811,2005
2717,2000
2609,2001
2484,1988
2353,1970
2222,1946
2085,1914
1943,1860
1790,1802
1635,1771
1470,1762
1276,1770
1079,1808
879,1854
